variety_num,year,price,ratings
2,2013,36.0,3
427,2015,36.0,4
2,2013,36.0,3
13,2013,36.0,3
17,2010,36.0,2
3,2013,36.0,3
19,2013,36.0,3
6,2012,36.0,3
2,2012,36.0,4
5,2013,36.0,2
1,2014,36.0,3
31,2012,36.0,2
6,2008,36.0,2
3,2013,36.0,3
3,2015,36.0,2
16,2011,36.0,4
16,2013,36.0,3
22,2001,36.0,2
1,2009,36.0,4
1,2014,36.0,4
16,2012,36.0,3
26,2014,36.0,3
21,2011,36.0,3
15,2013,36.0,3
13,2014,36.0,3
2,2006,36.0,3
10,2008,36.0,2
21,2011,36.0,2
13,2013,36.0,2
1,2014,36.0,4
7,2014,36.0,4
16,2010,36.0,2
189,2011,36.0,3
6,2009,36.0,2
3,2001,36.0,3
8,2012,36.0,2
15,2013,36.0,3
6,2006,36.0,4
6,2008,36.0,3
2,2014,36.0,3
1,2013,36.0,3
13,2014,36.0,3
3,2013,36.0,3
3,2013,36.0,3
181,2011,36.0,4
13,2012,36.0,3
168,2009,36.0,4
3,2009,36.0,2
1,2013,36.0,3
7,2013,36.0,3
1,2012,36.0,3
2,2012,36.0,3
18,2010,36.0,4
15,2013,36.0,2
13,2014,36.0,3
2,2008,36.0,3
6,2015,36.0,3
19,2013,36.0,3
6,2011,36.0,3
22,2008,36.0,3
16,2014,36.0,2
6,2013,36.0,3
2,2012,36.0,3
4,1999,36.0,4
3,2010,36.0,4
115,2011,36.0,4
29,2012,36.0,3
4,2005,36.0,2
4,2010,36.0,4
3,2012,36.0,3
10,2011,36.0,3
19,2011,36.0,3
1,2011,36.0,3
2,2012,36.0,2
2,2013,36.0,3
2,2012,36.0,4
13,2010,36.0,2
3,2010,36.0,4
1,2013,36.0,2
24,2007,36.0,3
5,2009,36.0,3
2,2012,36.0,2
24,2012,36.0,3
1,2013,36.0,3
5,2012,36.0,3
1,2013,36.0,3
15,2014,36.0,3
59,2011,36.0,2
35,2013,36.0,3
12,2010,36.0,3
1,2013,36.0,3
4,2010,36.0,3
6,2013,36.0,3
6,2012,36.0,3
2,2014,36.0,3
13,2009,36.0,3
2,2014,36.0,3
52,2011,36.0,4
216,2013,36.0,3
1,2013,36.0,4
43,2012,36.0,3
29,2010,36.0,2
3,2011,36.0,3
7,2011,36.0,3
2,2013,36.0,3
5,2013,36.0,3
10,2009,36.0,3
42,2008,36.0,3
6,2011,36.0,4
2,2013,36.0,4
13,2014,36.0,3
7,2014,36.0,3
2,2014,36.0,3
3,2010,36.0,3
15,2008,36.0,3
2,2013,36.0,4
2,2014,36.0,3
3,2003,36.0,3
7,2012,36.0,4
2,2012,36.0,3
5,2014,36.0,3
1,2014,36.0,3
1,2012,36.0,2
5,2010,36.0,3
6,2012,36.0,3
15,2012,36.0,4
1,2011,36.0,3
31,2012,36.0,3
7,2015,36.0,4
16,2010,36.0,3
1,2012,36.0,4
1,2014,36.0,4
6,2012,36.0,3
2,2016,36.0,3
6,2007,36.0,3
1,2010,36.0,3
1,2013,36.0,2
10,2012,36.0,2
29,2015,36.0,2
233,2012,36.0,3
3,2012,36.0,3
21,2012,36.0,4
1,2013,36.0,2
1,2014,36.0,3
2,2010,36.0,3
148,2013,36.0,2
5,2009,36.0,3
1,2010,36.0,3
13,2014,36.0,3
21,2006,36.0,3
1,2013,36.0,4
17,2012,36.0,3
7,2009,36.0,3
7,2014,36.0,4
4,2010,36.0,3
10,2009,36.0,2
10,2010,36.0,3
2,2013,36.0,4
1,2015,36.0,2
13,2013,36.0,3
3,2014,36.0,4
15,2013,36.0,3
2,2012,36.0,3
15,2009,36.0,3
196,2014,36.0,4
2,2011,36.0,3
6,2014,36.0,3
9,2015,36.0,4
2,2014,36.0,4
44,2013,35.0,3
4,2006,35.0,2
8,2012,35.0,3
7,2010,35.0,3
3,2010,35.0,2
5,2013,35.0,3
4,2010,35.0,3
2,2009,35.0,1
21,2012,35.0,4
6,2013,35.0,3
19,2013,35.0,2
2,2013,35.0,2
3,2010,35.0,3
16,2007,35.0,4
50,2013,35.0,4
24,2013,35.0,4
2,2014,35.0,3
7,2014,35.0,4
3,2012,35.0,4
19,2014,35.0,3
11,2009,35.0,3
9,2014,35.0,3
93,2009,35.0,2
2,2010,35.0,3
3,2005,35.0,3
1,2010,35.0,3
1,2010,35.0,3
1,2012,35.0,4
3,2005,35.0,3
1,2013,35.0,2
1,2012,35.0,3
31,2012,35.0,4
7,2013,35.0,4
8,2011,35.0,3
186,2015,35.0,3
1,2014,35.0,4
2,2015,35.0,3
22,2008,35.0,3
28,2014,35.0,3
34,2015,35.0,3
391,2014,35.0,2
6,2009,35.0,2
6,2008,35.0,3
7,2016,35.0,4
29,2010,35.0,2
6,2013,35.0,2
3,2013,35.0,4
8,2012,35.0,2
16,1999,35.0,3
6,2012,35.0,1
19,2014,35.0,4
2,2013,35.0,3
3,2008,35.0,3
19,2013,35.0,3
3,2010,35.0,4
19,2013,35.0,3
1,2013,35.0,2
6,2008,35.0,3
7,2016,35.0,4
2,2015,35.0,3
13,2012,35.0,3
19,2010,35.0,3
15,2013,35.0,3
8,2012,35.0,4
29,2013,35.0,3
48,2013,35.0,4
13,2012,35.0,3
10,2004,35.0,3
14,2013,35.0,2
1,2015,35.0,3
10,2013,35.0,3
1,1999,35.0,3
11,2011,35.0,2
1,1998,35.0,3
22,2009,35.0,3
1,2013,35.0,3
6,2009,35.0,2
2,2014,35.0,4
3,2013,35.0,3
26,2013,35.0,3
31,2013,35.0,3
1,2014,35.0,3
4,2013,35.0,3
3,2011,35.0,2
13,2012,35.0,3
10,2012,35.0,4
7,2013,35.0,4
1,2009,35.0,2
3,2011,35.0,3
16,2013,35.0,2
1,2011,35.0,3
25,2015,35.0,2
20,2014,35.0,3
3,2009,35.0,3
28,2012,35.0,3
17,2010,35.0,2
1,2011,35.0,3
2,2000,35.0,3
14,2013,35.0,3
5,2011,35.0,3
60,2012,35.0,2
19,2014,35.0,3
4,2009,35.0,3
2,2014,35.0,4
4,2013,35.0,3
12,2012,35.0,3
2,2014,35.0,3
2,2015,35.0,2
13,2012,35.0,3
121,2013,35.0,4
19,2013,35.0,3
21,2009,35.0,3
9,2016,35.0,3
1,2014,35.0,4
26,2013,35.0,3
1,2014,35.0,2
23,2011,35.0,3
16,2007,35.0,4
2,2015,35.0,3
3,2012,35.0,3
20,2012,35.0,4
5,2012,35.0,4
5,2005,35.0,3
10,2012,35.0,3
81,2012,35.0,4
6,2014,35.0,3
5,2014,35.0,3
1,2015,35.0,3
23,2015,35.0,3
4,2008,35.0,2
50,2011,35.0,2
68,2013,35.0,3
1,2012,35.0,2
3,2009,35.0,3
3,2014,35.0,4
32,2013,35.0,3
3,2011,35.0,2
1,2010,35.0,2
3,2014,35.0,3
50,2012,35.0,3
5,2015,35.0,4
23,2013,35.0,3
5,2014,35.0,4
13,2007,35.0,2
10,2009,35.0,3
29,2012,35.0,2
2,2012,35.0,2
15,2012,35.0,4
2,2012,35.0,4
11,2013,35.0,3
2,2015,35.0,3
3,2010,35.0,4
8,2013,35.0,2
4,2009,35.0,3
3,2012,35.0,3
222,2014,35.0,3
19,2007,35.0,3
3,2012,35.0,2
173,2014,35.0,2
8,2009,35.0,3
9,2014,35.0,3
29,2013,35.0,3
92,2013,35.0,3
20,2015,35.0,4
3,2011,35.0,2
3,2011,35.0,4
260,2013,35.0,2
5,2009,35.0,3
12,2014,35.0,4
14,2013,35.0,3
13,2014,35.0,2
2,2013,35.0,2
3,2011,35.0,3
24,2008,35.0,3
2,2013,35.0,3
5,2009,35.0,3
2,2012,35.0,3
26,2010,35.0,3
4,2013,35.0,3
6,2010,35.0,3
10,2004,35.0,3
54,2011,35.0,3
4,2010,35.0,2
1,2015,35.0,4
59,2005,35.0,2
5,2015,35.0,3
18,2011,35.0,3
23,2012,35.0,4
3,2013,35.0,3
15,2006,35.0,3
6,2011,35.0,3
41,2009,35.0,2
2,2012,35.0,2
13,2011,35.0,3
1,2014,35.0,4
1,2005,35.0,3
4,2012,35.0,2
21,2009,35.0,2
7,2015,35.0,4
4,2008,35.0,4
2,2014,35.0,4
1,2012,35.0,3
2,2013,35.0,2
19,2012,35.0,3
43,2007,35.0,1
1,1998,35.0,3
10,2010,35.0,2
2,2014,35.0,2
3,2014,35.0,1
5,2011,35.0,2
1,2014,35.0,3
23,2014,35.0,3
1,2015,35.0,2
1,2015,35.0,2
48,2015,35.0,1
7,2008,35.0,2
3,2008,35.0,2
25,2014,35.0,2
6,2013,35.0,3
2,2014,35.0,3
3,2010,35.0,2
24,2006,35.0,4
1,2014,35.0,4
24,2012,35.0,3
43,2012,35.0,2
74,2014,35.0,4
2,1999,35.0,2
2,2010,35.0,4
9,2015,35.0,4
3,2010,35.0,3
6,2008,35.0,3
6,2014,35.0,3
6,2015,35.0,4
1,2012,35.0,3
29,2013,35.0,3
3,2007,35.0,4
3,2013,35.0,2
16,2013,35.0,2
23,2012,35.0,4
2,2013,35.0,2
10,2011,35.0,2
19,2012,35.0,3
4,2013,35.0,3
15,2011,35.0,3
1,2015,35.0,3
1,2007,35.0,3
4,2014,35.0,3
9,2011,35.0,3
2,2014,35.0,3
26,2010,35.0,4
74,2012,35.0,3
3,2012,35.0,3
175,2015,35.0,3
118,2012,35.0,3
30,2016,35.0,4
4,2014,35.0,3
8,2008,35.0,3
7,2015,35.0,4
30,2011,35.0,3
1,2010,35.0,3
2,2013,35.0,4
3,2011,35.0,3
12,2014,35.0,4
3,2013,35.0,3
1,2014,35.0,4
6,2005,35.0,3
30,2010,35.0,4
31,2011,35.0,3
8,2014,35.0,3
29,2014,35.0,3
9,2016,35.0,3
7,2015,35.0,4
53,2012,35.0,2
3,2013,35.0,3
2,2013,35.0,3
6,2007,35.0,3
403,2013,35.0,3
3,2011,35.0,3
38,2010,35.0,2
3,2012,35.0,3
3,2011,35.0,3
15,2012,35.0,3
2,2010,35.0,3
5,2013,35.0,3
42,2015,35.0,3
1,2013,35.0,3
3,2008,35.0,2
25,2011,35.0,3
2,2013,35.0,3
5,2014,35.0,3
11,2013,35.0,3
2,2014,35.0,3
59,2012,35.0,3
26,2013,35.0,3
11,2014,35.0,3
1,2005,35.0,2
3,2012,35.0,3
6,2006,35.0,2
1,2011,35.0,2
6,2011,35.0,3
5,2010,35.0,4
19,2011,35.0,3
1,2014,35.0,3
2,2013,35.0,3
5,2013,35.0,3
11,2012,35.0,3
118,2013,35.0,3
1,2012,35.0,3
17,2013,35.0,4
13,2008,35.0,3
19,2011,35.0,3
2,2014,35.0,2
7,2014,35.0,3
5,2015,35.0,3
15,2013,35.0,3
21,2009,35.0,3
3,2009,35.0,2
6,2009,35.0,3
6,2011,35.0,4
8,2013,35.0,3
29,2012,35.0,2
2,2014,35.0,4
8,2014,35.0,3
3,2009,35.0,3
1,2006,35.0,3
1,2008,35.0,3
3,2013,35.0,3
29,2014,35.0,3
7,2013,35.0,4
43,2013,35.0,3
2,2012,35.0,4
6,2009,35.0,4
3,2008,35.0,3
2,2010,35.0,4
1,2006,35.0,3
13,2008,35.0,2
13,2011,35.0,4
2,2014,35.0,3
85,2010,35.0,3
8,2013,35.0,3
11,2011,35.0,3
28,2013,35.0,3
21,2010,35.0,3
5,2015,35.0,2
85,2008,35.0,4
15,2014,35.0,3
13,2015,35.0,3
1,2014,35.0,3
3,2008,35.0,2
11,2012,35.0,3
2,2013,35.0,4
51,2015,35.0,4
19,2010,35.0,4
10,2005,35.0,3
7,2012,35.0,3
5,2012,35.0,3
19,2012,35.0,3
2,2005,35.0,4
1,2015,35.0,3
50,2010,35.0,3
23,2009,35.0,3
16,2009,35.0,3
1,2007,35.0,1
1,2011,35.0,3
28,2014,35.0,4
1,2015,35.0,3
1,2012,35.0,2
2,2014,35.0,3
17,2013,35.0,4
8,2009,35.0,3
86,2007,35.0,3
3,2011,35.0,3
10,2012,35.0,3
20,2011,35.0,3
4,2013,35.0,3
15,2013,35.0,3
3,2011,35.0,3
43,2013,35.0,3
5,2011,35.0,3
2,2015,35.0,4
16,2010,35.0,3
1,2014,35.0,3
4,2012,35.0,3
21,2010,35.0,3
29,2013,35.0,3
6,2013,35.0,3
6,2011,35.0,3
1,2014,35.0,3
18,2014,35.0,3
72,2011,35.0,2
1,2014,35.0,4
56,2010,35.0,3
2,2013,35.0,3
19,2010,35.0,3
13,2007,35.0,2
6,2014,35.0,4
4,2013,35.0,2
6,2013,35.0,3
15,2010,35.0,4
1,2011,35.0,2
11,2014,35.0,3
24,2010,35.0,3
15,2011,35.0,4
17,2008,35.0,4
3,2013,35.0,3
1,2013,35.0,1
2,2012,35.0,3
15,2012,35.0,4
3,2009,35.0,3
3,2013,35.0,3
7,2015,35.0,4
2,2006,35.0,3
3,2011,35.0,3
6,2008,35.0,3
1,2008,35.0,3
1,2012,35.0,2
15,2014,35.0,3
1,2012,35.0,4
25,2014,35.0,3
24,2007,35.0,3
22,2010,35.0,3
203,2013,35.0,3
19,2013,35.0,3
4,2012,35.0,2
41,2012,35.0,1
7,2013,35.0,4
10,2006,35.0,3
13,2009,35.0,2
2,2005,35.0,3
24,2012,35.0,4
13,2010,35.0,2
4,2012,35.0,2
30,2013,35.0,2
3,2007,35.0,3
29,2010,35.0,3
17,2013,35.0,2
1,2012,35.0,3
67,1999,35.0,3
1,2014,35.0,2
18,2014,35.0,3
1,2012,35.0,4
17,2011,35.0,2
2,2013,35.0,3
7,2010,35.0,2
3,2006,35.0,3
4,2013,35.0,3
3,2011,35.0,3
2,2012,35.0,4
6,2012,35.0,3
9,2016,35.0,3
15,2009,35.0,3
1,2010,35.0,2
17,2015,35.0,4
12,2011,35.0,3
154,2010,35.0,4
2,2014,35.0,3
12,2012,35.0,3
12,2012,35.0,3
2,2014,35.0,3
19,2011,35.0,3
16,2012,35.0,4
17,2011,35.0,1
5,2011,35.0,2
4,2007,35.0,2
2,2013,35.0,2
5,2013,35.0,3
6,2013,35.0,3
23,2015,35.0,3
23,2012,35.0,4
3,2006,35.0,3
44,2010,35.0,2
44,2006,35.0,3
3,2008,35.0,2
30,2008,35.0,4
1,2013,35.0,3
4,2010,35.0,3
94,2013,35.0,4
15,2013,35.0,3
29,2013,35.0,4
4,2010,35.0,3
4,2012,35.0,3
2,2010,35.0,3
267,2012,35.0,3
4,2012,35.0,2
1,2013,35.0,2
1,2014,35.0,4
3,2014,35.0,2
2,2012,35.0,3
5,2010,35.0,3
2,2010,35.0,3
5,2015,35.0,3
3,2012,35.0,3
3,2013,35.0,3
6,2014,35.0,3
4,2011,35.0,3
5,2013,35.0,2
1,2012,35.0,2
13,2013,35.0,1
13,2013,35.0,3
17,2010,35.0,1
6,2008,35.0,4
2,2012,35.0,3
1,2013,35.0,3
25,2015,35.0,3
6,2013,35.0,4
13,2014,35.0,4
5,2013,35.0,3
5,2012,35.0,3
7,2011,35.0,2
3,2013,35.0,3
4,2010,35.0,3
31,2011,35.0,3
17,2012,35.0,3
367,2009,35.0,3
1,2008,35.0,3
11,2014,35.0,3
5,2012,35.0,3
21,2015,35.0,3
15,2009,35.0,3
100,2015,35.0,4
12,2013,35.0,4
11,2013,35.0,4
4,2013,35.0,3
108,2013,35.0,3
3,2013,35.0,3
15,2013,35.0,3
9,2009,35.0,3
16,2013,35.0,3
2,2011,35.0,2
25,2014,35.0,2
10,2006,35.0,3
31,2012,35.0,3
1,2008,35.0,3
23,2015,35.0,4
21,2013,35.0,2
2,2014,35.0,4
5,2015,35.0,3
10,2012,35.0,3
1,2012,35.0,2
39,2016,35.0,4
1,2013,35.0,4
1,2016,35.0,3
19,2007,35.0,2
12,2012,35.0,3
1,2009,35.0,2
14,2007,35.0,4
3,2008,35.0,3
320,2015,35.0,3
3,2010,35.0,3
21,2006,35.0,2
17,2007,35.0,2
35,2015,35.0,4
2,2014,35.0,4
80,2013,35.0,4
5,2015,35.0,3
1,2011,35.0,2
3,2009,35.0,3
6,2009,35.0,3
29,2011,35.0,1
1,2013,35.0,3
8,2011,35.0,3
1,2013,35.0,3
2,2013,35.0,4
12,2015,35.0,4
8,2012,35.0,3
3,2013,35.0,2
6,2012,35.0,4
2,2012,35.0,3
3,2014,35.0,2
2,2009,35.0,3
1,2013,35.0,2
3,2011,35.0,4
10,2008,35.0,3
14,2009,35.0,3
17,2008,35.0,2
6,2013,35.0,3
2,2010,35.0,3
1,2014,35.0,3
35,2016,35.0,3
1,2013,35.0,1
15,2014,35.0,2
26,2012,35.0,3
8,2011,35.0,3
26,2012,35.0,3
13,2013,35.0,2
2,2015,35.0,4
3,2011,35.0,3
2,2011,35.0,2
6,2014,35.0,3
7,2013,35.0,3
26,2013,35.0,3
23,2012,35.0,2
9,2016,35.0,3
2,2014,35.0,4
2,2014,35.0,2
3,2008,35.0,3
83,2015,35.0,3
8,2010,35.0,3
296,2004,35.0,3
16,2015,35.0,3
75,2013,35.0,3
11,2013,35.0,5
2,2013,35.0,3
4,2010,35.0,2
4,2012,35.0,3
1,2012,35.0,3
75,2011,35.0,4
46,2013,35.0,3
51,2015,35.0,3
4,2013,35.0,3
14,2014,35.0,3
74,2013,35.0,4
6,2012,35.0,4
1,2012,35.0,2
1,2014,35.0,2
3,2009,35.0,2
5,2006,35.0,2
13,2013,35.0,3
2,2013,35.0,3
3,2012,35.0,3
8,2012,35.0,3
5,2011,35.0,3
25,2015,35.0,3
13,2014,35.0,4
16,2011,35.0,3
8,2012,35.0,3
2,2012,35.0,3
1,2013,35.0,4
2,2015,35.0,3
17,2010,35.0,2
19,2012,35.0,3
3,2013,35.0,3
3,2009,35.0,3
3,2011,35.0,1
2,2014,35.0,3
6,2008,35.0,4
44,2009,35.0,3
9,2015,35.0,3
17,2013,35.0,3
6,2013,35.0,3
2,2011,35.0,4
57,2013,35.0,3
17,2009,35.0,3
2,2013,35.0,3
4,2012,35.0,3
43,2010,35.0,3
4,2013,35.0,2
4,2014,35.0,2
1,2012,35.0,4
55,2012,35.0,3
15,2009,35.0,3
1,2013,35.0,4
19,2015,35.0,3
3,2014,35.0,3
1,2009,35.0,3
1,2010,35.0,3
1,2010,35.0,3
11,2014,35.0,3
6,2013,35.0,3
2,2015,35.0,4
1,2010,35.0,3
7,2014,35.0,3
5,2013,35.0,3
12,2013,35.0,4
3,2008,35.0,3
4,2011,35.0,1
56,2011,35.0,4
6,2013,35.0,4
187,2015,35.0,3
13,2014,35.0,3
6,2008,35.0,3
41,2008,35.0,2
55,2011,35.0,2
8,2014,35.0,3
7,2014,35.0,3
63,2004,35.0,3
2,2009,35.0,3
17,2010,35.0,3
56,2012,35.0,4
18,2015,35.0,3
1,2010,35.0,2
1,2011,35.0,2
15,2007,35.0,3
19,2010,35.0,3
4,2014,35.0,3
2,2012,35.0,3
12,2013,35.0,4
4,2009,35.0,3
4,2013,35.0,3
7,2012,35.0,3
52,2011,35.0,3
1,2011,35.0,2
4,2012,35.0,2
1,2005,35.0,3
15,2014,35.0,3
3,2010,35.0,3
20,2014,35.0,3
1,2009,35.0,3
18,2012,35.0,3
25,2012,35.0,3
4,2013,35.0,3
26,2012,35.0,3
2,2011,35.0,3
2,2009,35.0,3
16,2012,35.0,3
1,2010,35.0,3
8,2012,35.0,3
59,2012,35.0,3
1,2011,35.0,3
12,2013,35.0,2
19,2010,35.0,2
31,2013,35.0,2
24,2013,35.0,3
3,2012,35.0,3
1,2014,35.0,3
25,2015,35.0,3
3,2011,35.0,3
1,2013,35.0,4
3,2013,35.0,3
80,2015,35.0,4
10,2013,35.0,2
25,2014,35.0,3
2,2006,35.0,4
12,2001,35.0,3
20,2012,35.0,3
3,2009,35.0,4
2,2014,35.0,4
52,2012,35.0,3
13,2012,35.0,4
3,2014,35.0,3
19,2010,35.0,3
385,2012,35.0,3
2,2015,35.0,3
3,2012,35.0,3
10,2009,35.0,4
3,2011,35.0,2
1,2006,35.0,4
8,2012,35.0,3
9,2016,35.0,1
12,2014,35.0,3
2,2008,35.0,3
84,2011,35.0,3
3,2011,35.0,3
74,2008,35.0,3
1,2011,35.0,3
9,2013,35.0,3
3,2013,35.0,3
3,2009,35.0,2
8,2010,35.0,3
10,2013,35.0,3
10,2013,35.0,2
16,2012,35.0,3
22,2008,35.0,3
2,2013,35.0,2
42,2009,35.0,2
15,2013,35.0,3
14,2015,35.0,2
8,2007,35.0,3
1,2009,35.0,2
59,2007,35.0,2
2,2012,35.0,4
16,2013,35.0,2
5,2010,35.0,3
17,2013,35.0,3
11,2012,35.0,4
14,2015,35.0,3
5,2013,35.0,2
4,2012,35.0,3
5,2011,35.0,3
3,2006,35.0,3
3,2012,35.0,3
6,2007,35.0,3
21,2009,35.0,3
4,2012,35.0,3
32,2010,35.0,3
2,2013,35.0,4
12,2016,35.0,4
13,2012,35.0,2
177,2014,35.0,1
3,2008,35.0,3
22,2011,35.0,3
3,2010,35.0,2
56,2014,35.0,3
2,2015,35.0,3
3,2011,35.0,4
2,2006,35.0,3
3,2006,35.0,3
102,2008,35.0,1
59,2014,35.0,3
12,2012,35.0,3
14,2016,35.0,3
14,2008,35.0,2
8,2011,35.0,4
5,2013,35.0,3
8,2010,35.0,3
5,2015,35.0,3
6,2010,35.0,3
3,2011,35.0,2
5,2012,35.0,2
10,2009,35.0,3
11,2011,35.0,3
3,2013,35.0,3
1,2015,35.0,3
22,2012,35.0,3
5,2012,35.0,3
30,2014,35.0,3
5,2007,35.0,4
31,2013,35.0,3
1,2014,35.0,4
2,2011,35.0,4
74,2013,35.0,4
2,2015,35.0,3
27,2009,35.0,3
21,2008,35.0,3
66,2014,35.0,3
10,2001,35.0,3
6,2011,35.0,4
63,2010,35.0,3
5,2010,35.0,3
2,2012,35.0,4
11,2010,35.0,2
3,2014,35.0,2
19,2012,35.0,3
338,2014,35.0,3
4,2008,35.0,3
13,2010,35.0,2
31,2014,35.0,3
6,2010,35.0,3
10,2010,35.0,4
16,2012,35.0,4
3,2012,35.0,3
7,2016,35.0,4
7,2012,35.0,3
12,2015,35.0,4
3,2014,35.0,2
64,2008,35.0,2
5,2016,35.0,2
2,2012,35.0,3
2,2012,35.0,2
8,2014,35.0,3
18,2009,35.0,3
4,2014,35.0,3
22,2001,35.0,4
5,2009,35.0,4
1,1998,35.0,3
3,2012,35.0,3
49,2015,35.0,4
5,2013,35.0,4
2,2014,35.0,3
2,2010,35.0,4
3,2012,35.0,2
1,2006,35.0,3
5,2008,35.0,2
2,2005,35.0,3
6,2013,35.0,3
3,2011,35.0,2
5,2011,35.0,3
2,2013,35.0,3
12,2013,35.0,3
13,2012,35.0,4
1,2010,35.0,2
6,2013,35.0,4
3,2008,35.0,3
10,2008,35.0,3
29,2013,35.0,3
1,2014,35.0,3
1,1998,35.0,3
19,2009,35.0,2
6,2013,35.0,3
2,2015,35.0,3
2,2013,35.0,1
3,2007,35.0,2
5,2010,35.0,3
12,2014,35.0,3
10,2009,35.0,3
10,2011,35.0,4
22,2004,35.0,3
4,2013,35.0,3
8,2012,35.0,4
5,2010,35.0,3
16,2011,35.0,3
2,2013,35.0,3
93,2013,35.0,4
6,2013,35.0,3
15,2014,35.0,3
6,2010,35.0,3
25,2015,35.0,3
1,2012,35.0,4
4,2013,35.0,3
4,2009,35.0,3
12,2016,35.0,3
3,2014,35.0,4
5,2013,35.0,3
1,2011,35.0,3
5,2012,35.0,3
1,2013,35.0,3
6,2012,35.0,3
19,2012,35.0,3
2,2011,35.0,2
44,2011,35.0,2
1,2012,35.0,3
1,2012,35.0,1
5,2007,35.0,4
74,2012,35.0,3
6,2012,35.0,3
43,2012,35.0,3
2,2009,35.0,2
10,2005,35.0,3
4,2005,35.0,2
2,2013,35.0,3
17,2014,35.0,3
19,2010,35.0,2
6,2013,35.0,4
13,2012,35.0,3
2,2012,35.0,3
12,2014,35.0,3
1,2014,35.0,2
12,2015,35.0,4
27,2010,35.0,2
13,2012,35.0,3
28,2008,35.0,2
6,2009,35.0,3
242,2002,35.0,3
20,2016,35.0,3
21,2013,35.0,2
8,2005,35.0,2
5,2000,35.0,3
1,2010,35.0,3
305,2010,35.0,3
6,2009,35.0,3
5,2014,35.0,3
2,2010,35.0,3
26,2013,35.0,3
27,2005,35.0,3
1,2013,35.0,3
5,2011,35.0,4
3,2009,35.0,3
2,2013,35.0,3
6,2013,35.0,3
6,2010,35.0,3
1,2015,35.0,3
3,2012,35.0,3
6,2013,35.0,4
18,2013,35.0,4
11,2012,35.0,4
3,2006,35.0,3
3,2013,35.0,4
5,2013,35.0,3
2,2014,35.0,3
3,2014,35.0,4
2,2013,35.0,3
49,2010,35.0,2
22,2001,35.0,3
50,2011,35.0,3
8,2012,35.0,3
6,2011,35.0,3
2,2014,35.0,3
41,2010,35.0,3
9,2015,35.0,1
22,2011,35.0,3
17,2009,35.0,4
12,2013,35.0,3
2,2009,35.0,4
2,2014,35.0,4
19,2007,35.0,3
3,2013,35.0,4
11,2012,35.0,2
25,2013,35.0,3
2,2010,35.0,3
1,2015,35.0,3
19,2014,35.0,3
5,2014,35.0,3
5,2012,35.0,3
17,2013,35.0,3
12,2009,35.0,4
1,2015,35.0,2
3,2014,35.0,3
19,2014,35.0,4
18,2015,35.0,4
2,2012,35.0,3
3,2014,35.0,2
48,2015,35.0,3
1,2010,35.0,4
5,2015,35.0,3
19,2010,35.0,3
1,2015,35.0,3
4,2013,35.0,2
21,2015,35.0,1
5,2013,35.0,3
5,2010,35.0,3
8,2011,35.0,3
5,2012,35.0,3
1,2014,35.0,3
111,2009,35.0,3
19,2011,35.0,2
29,2012,35.0,3
6,2011,35.0,4
1,2013,35.0,2
5,2012,35.0,3
17,2008,35.0,2
76,2011,35.0,2
3,2013,35.0,3
1,2014,35.0,4
3,2013,35.0,3
3,2012,35.0,3
6,2012,35.0,3
19,2009,35.0,3
5,2009,35.0,3
15,2009,35.0,3
1,2013,35.0,3
8,2010,35.0,2
8,2007,35.0,3
54,2013,35.0,3
3,2012,35.0,3
17,2012,35.0,3
15,2013,35.0,3
4,2008,35.0,3
22,2008,35.0,3
3,2010,35.0,3
16,2012,35.0,3
2,2013,35.0,3
3,2009,35.0,3
3,2007,35.0,2
198,2009,35.0,4
7,2012,35.0,4
17,2011,35.0,4
13,2012,35.0,3
13,2013,35.0,4
8,2011,35.0,3
75,2009,35.0,3
203,2015,35.0,3
1,2015,35.0,3
16,1999,35.0,2
6,2011,35.0,2
5,2008,35.0,3
11,2014,35.0,4
86,2007,35.0,3
3,2007,35.0,4
4,2010,35.0,3
5,2009,35.0,3
17,2009,35.0,3
13,2013,35.0,3
3,2010,35.0,2
21,2009,35.0,3
9,2014,35.0,3
6,2010,35.0,2
1,2012,35.0,3
173,2013,35.0,2
3,2012,35.0,3
1,2008,35.0,2
4,2012,35.0,3
2,2012,35.0,2
4,2008,35.0,4
57,2012,35.0,3
14,2013,35.0,3
2,2013,35.0,3
1,2013,35.0,3
14,2003,35.0,3
100,2012,35.0,3
64,2008,35.0,3
18,2014,35.0,4
1,2000,35.0,2
2,2013,35.0,2
5,2011,35.0,3
51,2011,35.0,3
2,2013,35.0,3
4,2013,35.0,3
17,2011,35.0,3
1,2014,35.0,3
3,2009,35.0,3
1,2013,35.0,3
4,2011,35.0,3
15,2009,35.0,4
3,2010,35.0,4
3,2014,35.0,3
59,2012,35.0,2
14,2015,35.0,3
49,2012,35.0,3
4,2012,35.0,3
1,2012,35.0,3
6,2011,35.0,4
3,2007,35.0,2
29,2012,35.0,4
43,2012,35.0,3
8,2011,35.0,4
34,2010,35.0,3
21,2010,35.0,3
10,2013,35.0,3
13,2012,35.0,3
5,2012,35.0,3
12,2015,35.0,3
70,2007,35.0,4
13,2012,35.0,3
6,2008,35.0,3
8,2012,35.0,3
112,2012,35.0,4
12,2014,35.0,3
1,2013,35.0,4
1,2012,35.0,3
1,2015,35.0,3
2,2013,35.0,3
1,2014,35.0,2
