points,year,price,variety_num,country_num,taster_name_Alexander Peartree,taster_name_Anna Lee C. Iijima,taster_name_Anne Krebiehl MW,taster_name_Carrie Dykes,taster_name_Christina Pickard,taster_name_Fiona Adams,taster_name_Jim Gordon,taster_name_Joe Czerwinski,taster_name_Kerin O’Keefe,taster_name_Lauren Buzzeo,taster_name_Matt Kettmann,taster_name_Michael Schachner,taster_name_Paul Gregutt,taster_name_Roger Voss,taster_name_Sean P. Sullivan,taster_name_Susan Kostrzewa,taster_name_Virginie Boone
85,2010,50.0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85,2015,13.0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
85,2014,15.0,108,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85,2013,38.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,2015,22.0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
85,2013,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,2014,10.0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85,2015,10.0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
85,2015,11.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
91,2012,35.0,95,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
91,2010,52.0,10,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
91,2012,29.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
91,2012,63.0,73,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
91,2012,42.0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
91,2011,160.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
91,2012,45.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
91,2012,45.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
91,2006,100.0,10,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90,2007,30.0,44,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
88,2011,23.0,13,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
88,2009,37.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,2013,14.0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
88,2011,40.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,2011,35.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,2013,10.0,41,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
88,2014,15.0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
88,2013,25.0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
88,2014,18.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
88,2014,24.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,2008,45.0,20,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
88,2012,27.0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
88,2014,15.0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
88,2014,13.0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
88,2014,15.0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
88,2014,20.0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
88,2012,32.0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
88,2014,35.0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,2013,20.0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,2012,25.0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
93,1988,200.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
92,1998,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
92,1998,48.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
92,1995,56.0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
92,1998,39.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91,1992,32.0,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91,1998,49.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
91,1998,48.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
91,1998,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90,1998,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
87,2010,18.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87,2009,20.0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
87,2010,15.0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
87,2009,34.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
87,2009,34.0,7,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90,2010,16.0,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90,2012,30.0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90,2012,38.0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90,2012,40.0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90,2012,55.0,52,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90,2012,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,2011,48.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
89,2010,125.0,4,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
89,2012,20.0,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
89,2011,25.0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
89,2009,34.0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
89,2012,100.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
89,2009,35.0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
89,2011,36.0,188,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
89,2012,22.0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
89,2011,85.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
89,2013,22.0,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
90,2010,14.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90,2010,20.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90,2005,70.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90,2009,28.0,9,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90,2007,144.0,278,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90,2011,30.0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,2007,32.0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90,2005,70.0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90,2015,28.0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,2013,25.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
90,2013,36.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
90,2013,29.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,2012,55.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90,2015,18.0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,2012,60.0,10,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90,2012,65.0,10,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
89,2012,44.0,21,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
89,2010,25.0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
89,2015,15.0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
89,2015,25.0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,2014,18.0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,2014,28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
89,2014,30.0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,2013,65.0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
89,2013,66.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
89,2012,37.0,10,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
89,2011,14.0,9,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91,2009,22.0,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
91,2009,20.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
91,2010,70.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
91,2010,19.0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
91,2011,16.0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
91,2011,17.0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
91,2010,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
91,2010,24.0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
91,2010,58.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
91,2010,35.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
89,2003,36.0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
89,2002,13.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
84,2015,45.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
84,2015,20.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
84,2015,10.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
84,2015,12.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
84,2015,16.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
84,2014,19.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84,2015,16.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
84,2015,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84,2015,14.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
84,2015,15.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
84,2015,19.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
84,2016,35.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
84,2015,10.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
84,2013,95.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,2015,29.0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,2014,45.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
93,2015,103.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
93,2014,40.0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
93,2015,90.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
93,2015,80.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
93,2015,50.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
93,2015,40.0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
93,2013,42.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
93,2015,55.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
93,2013,48.0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
93,2015,70.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
93,2015,55.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
93,2015,54.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
93,2015,84.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
93,2015,32.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
93,2015,24.0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
93,2015,90.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
93,2015,90.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
93,2014,45.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
93,2015,45.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
93,2012,52.0,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
93,2015,100.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
93,2013,46.0,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
84,2006,20.0,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
84,2008,10.0,96,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
91,2010,49.0,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
91,2009,65.0,10,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
91,2011,40.0,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
91,2009,60.0,10,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
91,2011,38.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91,2010,55.0,4,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
91,2010,28.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
91,2010,48.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
91,2010,55.0,10,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
91,2009,75.0,10,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
87,2015,12.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
87,2016,13.0,41,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
87,2013,27.0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
87,2012,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
87,2012,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
87,2013,45.0,114,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
87,2015,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
87,2015,40.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
87,2013,22.0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
87,2013,40.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
87,2014,20.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
87,2014,17.0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
87,2014,38.0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
87,2014,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
87,2015,14.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
87,2015,12.0,13,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
87,2011,22.0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
87,2015,15.0,60,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
87,2014,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
81,2000,7.0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
80,2001,10.0,24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
87,1996,16.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
82,2000,7.0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90,2012,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,2013,38.0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90,2012,43.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,2012,28.0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90,2012,40.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90,2012,60.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,2014,60.0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,2012,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,2012,20.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,2012,30.0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,2011,34.0,9,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90,2012,150.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,2013,25.0,15,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90,2012,30.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
90,2012,40.0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,2008,20.0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90,2009,65.0,15,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90,2012,40.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
91,2005,93.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
91,2005,48.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
91,2006,20.0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
91,2005,50.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
91,2005,20.0,23,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
91,2005,32.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
91,2005,40.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
91,2004,65.0,23,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
86,2007,12.0,11,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
86,2006,8.0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
86,2006,25.0,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
87,2014,20.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
87,2015,14.0,106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
87,2015,19.0,183,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
87,2015,16.0,106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
87,2013,70.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2014,25.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,2008,40.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
88,2008,20.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
88,2008,20.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
88,2008,20.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
87,2007,25.0,9,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
87,2008,9.0,28,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
87,2010,7.0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
87,2008,30.0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
87,2010,16.0,8,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
87,2008,15.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
87,2007,26.0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
95,2010,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
94,2011,30.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
94,2012,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
94,2012,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
94,2011,45.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
94,2011,80.0,14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
94,2010,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
94,2011,36.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
94,2012,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
94,2011,45.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
94,2011,44.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
94,2012,33.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
94,2011,50.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
94,2006,75.0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
94,2012,62.0,50,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
94,2012,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
93,2011,36.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,2011,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
88,2011,26.0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
88,2011,50.0,15,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
88,2011,95.0,15,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
88,2011,18.0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
88,2013,40.0,46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
88,2014,25.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,2013,50.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
88,2012,23.0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
88,2013,32.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,2014,12.0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
88,2011,18.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
88,2009,20.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,2007,10.0,21,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
88,2010,16.0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
88,2011,16.0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
89,2011,80.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
89,2011,50.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
89,2011,85.0,23,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
89,2012,42.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
89,2012,25.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
89,2011,30.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
89,2012,39.0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
89,2013,14.0,76,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
89,2012,16.0,240,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
86,2010,15.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
86,2006,65.0,20,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
86,2012,35.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
86,2011,25.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
86,2012,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
85,2006,52.0,27,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
85,2007,18.0,27,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
85,2006,20.0,207,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
85,2008,9.0,9,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
85,2007,17.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
87,2007,14.0,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
87,2008,44.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
87,2009,14.0,41,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
85,2006,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
85,2006,13.0,64,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
85,2005,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
85,2006,12.0,31,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
85,2006,25.0,22,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
85,2005,15.0,13,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
85,2006,18.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
84,2014,29.0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
