country,description,points,price,province,region_1,taster_name,year,variety_100,designation_20,winery_3
US,"Still tight and young, this tastes like a keeper that will improve with time. Aged in all new American barrels, it shows aromas of coriander, cumin and smoke, with flavors like black cherry and black pepper. It balances well between firm tannins, good acidity and full flavors, and everything sails through the finish. Best after 2018.",91,30.0,California,Sierra Foothills,Jim Gordon,2010,6.0,Estate,Martin Lane Winery
US,"An elegant Syrah abundant in floral aromatics, demure in forward black and red fruit and a tinge of lavender. On the finish is pepper, the appropriate accent for a tastefully peppery meal.",88,28.0,California,Sierra Foothills,Virginie Boone,2009,6.0,Estate,Martin Lane Winery
US,"This late-release wine has distinctive, enticing aromas like cedar, mushrooms and cigar box. Along with mellow fruity, savory flavors, these contribute to a beautifully mature character. It is medium to full in body, very smooth in texture due to softened tannins, and lasting on the finish.",91,30.0,California,Sierra Foothills,Jim Gordon,2011,6.0,Estate,Martin Lane Winery
US,"Aged over two years in American oak with fruit grown in Amador and Lodi, this Syrah is all oak and leather, recalling bacon on the grill like a diner on a workday morning. Balanced in the mouth with come-hither tannins.",85,28.0,California,California,Virginie Boone,2008,6.0,Reserve,Martin Lane Winery
US,"Picked a bit soon due to an early freeze in 2009, this had plenty of sugar ripeness but lost a bit of the complexity that extra time on the vine can bring. Fruit forward with flavors of boysenberry and some brown sugar, this is a wine to enjoy while it's young and fresh.",88,48.0,Washington,Walla Walla Valley (WA),Paul Gregutt,2009,4.0,Estate,Va Piano
US,"Spice rules this pure, estate-grown Syrah, which boasts a classic nose with streaks of compost, cured meats and oolong tea. Though the stem and herb flavors are abundant, they are swaddled in ripe black  fruits and highlighted with licorice and coffee grounds from 22 months in barrel.",92,48.0,Washington,Walla Walla Valley (WA),Paul Gregutt,2009,6.0,Estate,Va Piano
US,"Full bodied and fruity, the 2010 estate Syrah from Va Piano is rounder and less herbal than the 2009. Which style you enjoy is a matter of individual preference. Big and approachable, with lovely blueberry fruit, the 2010 seems to stop a bit short, but with more bottle age may reveal details that are currently in hiding.",90,48.0,Washington,Walla Walla Valley (WA),Paul Gregutt,2010,6.0,Estate,Va Piano
US,"Coming from one of the state's premier Syrah vineyards, the aromas of violets, dried herbs, brown stems and smoked meat pop. The fruit and savory flavors show an exquisite sense of balance that persists through the extended finish.",92,65.0,Washington,Walla Walla Valley (WA),Sean P. Sullivan,2013,6.0,Les Collines Vineyard,Va Piano
US,"Sourced entirely from the Chelle den Millie vineyard, the grapes were picked and processed specifically for rosé. A deep, delicious and rather potent summer wine, it captures the brisk cherry fruit without entangling it in too much tannin or herb. It's all about the fruit, and bravo for that.",90,24.0,Washington,Columbia Valley (WA),Paul Gregutt,2013,19.0,Rosé of,Va Piano
US,"Rich and aromatic, this black label reserve displays excellent power and concentration. A dense core of cassis, licorice and espresso is brightened with vivid acidity, slowing fading through a long, smoky finish. Wait until 2016 for optimum enjoyment.",92,60.0,Washington,Walla Walla Valley (WA),Paul Gregutt,2011,6.0,Estate Vineyard,Va Piano
US,"A small percentage of Petit Verdot helps darken this wine, a touch of saddle and leather at the fore of the aroma. From there, inky blackberry and plum jockey for position against the solid oak and firm-grained tannin, a call out for steak clearly heard.",89,38.0,California,Alexander Valley,Virginie Boone,2012,4.0,Estate,Stuhlmuller Vineyards
US,"Spicy Asian pear dominates in this low-to-no-oak white, medium-bodied and jumping in savory thyme. Aromas of peaches also come into play, before this wine finishes crisp and clean.",88,25.0,California,Alexander Valley,Virginie Boone,2013,2.0,Estate,Stuhlmuller Vineyards
US,"Muted on the nose, this soft wine co-fermented with 9% Petite Sirah offers rich red cherry, blackberry and layers of clove and lavender. Lush, it finishes in firm tannins and oak.",88,28.0,California,Alexander Valley,Virginie Boone,2012,13.0,Estate,Stuhlmuller Vineyards
Argentina,"Grapey berry aromas come with sweet, reedy notes and a brandied cherry component. It feels condensed but lively, with a mix of sweet, almost tropical flavors that hint at pineapple, wild berry and herb. Tasted twice; this score and note reflects both tastings.",85,16.0,Mendoza Province,Luján de Cuyo,Michael Schachner,2010,4.0,Estate,Doña Paula
Argentina,"Woody and dense at first, this smells bright and fruity as it opens. A solid palate houses lightly toasted flavors of blackberry that turn more peppery and toasty on a fairly oaky finish.",87,15.0,Mendoza Province,Mendoza,Michael Schachner,2013,8.0,Estate,Doña Paula
Argentina,"Rustic, rubbery, leathery aromas are highly suggestive of animal hide and stalky berry fruits. This is hard as rocks on the palate, with an astringent mouthfeel. Briny, leathery berry and plum flavors end with a stalky aftertaste.",83,15.0,Mendoza Province,Uco Valley,Michael Schachner,2012,8.0,Estate,Doña Paula
Argentina,"Bold, aggressive aromas of shoe polish, grainy oak, campfire and heat lead to a grabby, wide palate with sweet flavors of candied fruit and marshmallow. There's a lot of superficiality here, particular oak, but there's also legitimate Malbec fruit and character that make it worthwhile.",85,16.0,Mendoza Province,Mendoza,Michael Schachner,2008,8.0,Estate,Doña Paula
Argentina,"Soft and earthy up front, this Malbec deals jammy, raisiny aromas and a note of charcoal. The palate is cushioned in feel, while flavors of prune and blackberry are ripe but also minerally. Blackberry and raisin flavors are at the center of a lightly herbal,  persistent finish.",88,16.0,Mendoza Province,Mendoza,Michael Schachner,2011,8.0,Estate,Doña Paula
Argentina,"Grapey and inky on the nose, this feels saturated and a bit hot on the palate, with a candied blueberry flavor leading to a grapey finish. Tasted twice, months apart, with similar findings; this score reflects both tastings.",85,16.0,Mendoza Province,Uco Valley,Michael Schachner,2010,8.0,Estate,Doña Paula
Argentina,"High-elevation aromas of blueberry, herbs and bramble are accented by cumin and spiced-plum notes. This displays ample size and grip, while flavors of roasted plum and savory spices are earthy. On the finish, this is oaky and minty tasting.",87,16.0,Mendoza Province,Uco Valley,Michael Schachner,2014,8.0,Estate,Doña Paula
Argentina,"Pungent aromas of tangerine and passionfruit get it going, so it's not shocking that the palate is zesty and citric, with flavors of passionfruit, lemon and orange. A little dilute in body, with passionfruit as the prime survivor on the finish.",85,16.0,Mendoza Province,Mendoza,Michael Schachner,2009,12.0,Estate,Doña Paula
Argentina,"This opens with a gaseous, sulfuric scent followed by aromas of peach pit, apricot, green apple and wet stones. The palate is lean and zesty, while flavors of lemon, tangerine and nectarine finish with a blend of raw acidity and oaky vanilla.",86,15.0,Mendoza Province,Uco Valley,Michael Schachner,2012,2.0,Estate,Doña Paula
Argentina,"Orange blossom, nectarine and almond skin aromas are true to the grape and inviting. The palate maintains a light, juicy, citric feel as it delivers flavors of melon, apple and banana. Fresh and forward, with a hint of heat and bitterness to the finish.",87,16.0,Other,Salta,Michael Schachner,2010,37.0,Estate,Doña Paula
Argentina,"This Torrontés is fading. After aromas of air freshener and lychee, the wine feels heavy and clampy, with an oily character. Its tropical flavors are unimpressive, while the finish is round in feel but bitter in taste. Better to wait for the 2012, or even the 2013, to come around.",83,16.0,Other,Salta,Michael Schachner,2011,37.0,Estate,Doña Paula
US,"Bright, crisp red cherry and blackberry flavors drive a refreshing, fruity personality. Touches of nutmeg and vanilla show through, but this is not an oaky wine by any means. It will please a crowd and pair well with a wide variety of foods.",87,40.0,California,Sierra Foothills,Jim Gordon,2012,4.0,Estate,Wise Villa
US,"This bright and attractive dry wine has exotic floral and pistachio aromas, rich grapefruit and rosewater flavors, and a lively texture that seems to keep the flavors tripping over the tongue on the aftertaste. It will be a real treat for brunch or with spicy food.",90,30.0,California,Alta Mesa,Jim Gordon,2014,37.0,Estate,Wise Villa
US,"A strong oak influence dampens the varietal character in this full-bodied, spicy wine. It smells like cinnamon and cedar, tastes slightly sweet and smoky, is full bodied and rich in texture. Nice and smooth, it shows only mild varietal character.",86,35.0,California,Placer County,Jim Gordon,2013,16.0,Estate Grown,Wise Villa
US,"This bold, full-bodied and flavorful wine wraps ripe, generous blackberry flavors in a blanket of fine-grained tannins that helps support the richness and keep the wine in balance. It's from a little-known, tiny winery doing interesting things.",91,35.0,California,Placer County,Jim Gordon,2013,29.0,Estate Grown,Wise Villa
US,"This exotic and memorable white wine brings a floral, perfumed aroma, ripe fruit flavors and a nicely viscous texture. Rather light in body for its richness level, it delivers a lingering finish. It has the generous texture of a Chardonnay but with more intense fruit flavors.",90,30.0,California,Sierra Foothills,Jim Gordon,2013,37.0,Estate Grown,Wise Villa
US,"A very soft-textured Cab, unusual for its high-elevation origins, with sweet red fruit and dark plum nestled around a trace of chocolate.",87,22.0,California,El Dorado,Virginie Boone,2009,4.0,Estate,Lava Cap
US,"A dark-golden SB from the Sierra Foothills with a nose full of honeysuckle and mango, this wine's got significant depth and concentration but also a healthy dose of alcohol (14.7%) and is a tad sweet on the finish. A small amount of Sémillon is blended in for body and texture. Pair with seafood.",86,14.0,California,El Dorado,Virginie Boone,2009,12.0,Estate,Lava Cap
US,"Closed at first, this El Dorado Cab slowly reveals minty and savory aromas, the wine's flavors also more on the austere and savory side of things, a touch of blackberry and cherry finally coming through.",87,20.0,California,El Dorado,Virginie Boone,2008,4.0,Reserve,Lava Cap
US,"A Sierra Foothills-area Merlot without much aroma or deep flavor, fairly middle of the road and 14.9% alcohol.",84,20.0,California,El Dorado,Virginie Boone,2008,17.0,Reserve,Lava Cap
US,"This wine beautifully blends vivid fruit, enticing spice and luxuriously creamy flavors that are concentrated, layered and complex. It pulls it all off gracefully due to underlying acidity that supports a lush texture and leads to a long finish.",92,22.0,California,El Dorado,Jim Gordon,2015,2.0,Reserve,Lava Cap
US,"Even with Merlot and Cabernet Franc in the mix, there's no mistaking this is a Zinfandel. It has pepper and jam flavors, with straightjacketlike tannins and plenty of body.",87,24.0,California,El Dorado,Virginie Boone,2010,13.0,Reserve,Lava Cap
US,"Lava Cap has made a decent version of Barbera here, simple and blueberry-toned but the wine is a tad heavy and overly oaked and bitter on the finish.",85,20.0,California,El Dorado,Virginie Boone,2008,31.0,Reserve,Lava Cap
US,"This Cab has a prominent streak of eucalyptus-like menthol on the nose as well as cranberry. This continues on the palate, which is fairly juicy and soft. With dry tannins the finish is on the dusty side, a pairing quandary solved most likely by juicy red meat.",87,25.0,California,El Dorado,Virginie Boone,2010,4.0,Estate Bottled,Lava Cap
US,"Pure, concentrated grape flavors fill up this full-bodied and well-balanced wine. It's a pleasure to smell and taste the black currant and cherry character, deftly and lightly accented by baking spice. The velvety texture fills the mouth and propels those flavors through a lingering finish. It will drink best after 2018.",93,28.0,California,El Dorado,Jim Gordon,2014,4.0,Estate Bottled,Lava Cap
US,"Full bodied, full flavored and satisfyingly tannic, this bold wine smells like dark plums, tastes like black cherries and blueberries ,and feels smooth but gripping in texture. It will drink best after 2017.",90,26.0,California,El Dorado,Jim Gordon,2013,4.0,Estate Bottled,Lava Cap
US,"An almost sweet oakiness rounds the corners of this full-bodied, lavishly flavorful wine. It wafts vanilla and chocolate in the aromas, ripe black cherry and dark chocolate on the palate, and a lingering baking-spice character on the finish.",90,28.0,California,El Dorado,Jim Gordon,2012,19.0,Estate Bottled,Lava Cap
US,"Light herb aromas and vivid apple flavors make this medium-bodied wine delicious, while the tangy, nervy texture keeps the mouth tingling. It has great balance, concentration and length on the finish.",90,18.0,California,El Dorado,Jim Gordon,2015,12.0,Estate Bottled,Lava Cap
US,"A compellingly fresh herbal component characterizes this wine, particularly in the aroma. Still-tight tannins give a bitter note. Soft and ripe in blackberry and black licorice, it's a wine to enjoy now with a grilled steak dotted in peppercorns.",86,30.0,California,El Dorado,Virginie Boone,2010,29.0,Estate Bottled,Lava Cap
US,"Tasty, balanced and substantial in body, this wine accents bold berry and black cherry flavors with hints of vanilla and nutmeg. The fruit flavors go deep, while fine-grained tannins frame them perfectly for excellent overall structure and harmony.",92,24.0,California,El Dorado,Jim Gordon,2013,6.0,Estate Bottled,Lava Cap
US,"A decadent, dark and meaty Syrah, with plenty of sauvage tendencies amid a rich, velvety texture that finishes long and lushly perfumed with sweet smoke. In a cool year in El Dorado, Lava Cap has reined in this Syrah's tannins and let its dark cherry and plum flavors take center stage.",91,21.0,California,El Dorado,Virginie Boone,2009,6.0,Estate Bottled,Lava Cap
US,"This tasty, well-built wine is light in color, moderate in fruit flavor and has interesting spicy accents. The mouthfeel is broad and generous but also nicely supported by a light lacing of tannin.",89,28.0,California,El Dorado,Jim Gordon,2014,26.0,Estate Bottled,Lava Cap
US,"Mineral and black pepper flavors help this dry and full-boded wine stand out from the pack. It has lightly earthy, smoky aromas and bold fruit flavors supported by firm tannins and acidity.",90,25.0,California,El Dorado,Jim Gordon,2014,31.0,Estate Bottled,Lava Cap
US,"This is a firmly structured and full-bodied wine with great grip in the texture and lots of oak flavor and tannin. The rich fruit flavors are dominated by the grip now, but that should change with time. It's best to drink after 2018.",89,25.0,California,El Dorado,Jim Gordon,2013,31.0,Estate Bottled,Lava Cap
US,"This winery's young estate vineyard shows lots of promise. Aromas of dried herbs, bittersweet chocolate, mineral, licorice, raspberry and cherry lead to textured, rich cranberry flavors with a firm handshake of tannins and a tart, cranberry-filled finish. It needs time to all come together but has the stuffing to go the distance.",92,80.0,Washington,Red Mountain,Sean P. Sullivan,2012,4.0,Estate,Force Majeure
US,"From this winery's young estate vineyard, this displays aromas of crushed rock, plum, raspberries and herbs along with coffee accents. It's rich and concentrated with layers of red and black fruit flavors. A firm squeeze of grainy tannins could use additional time to unwind. It will be best from 2020 to 2025.",92,65.0,Washington,Red Mountain,Sean P. Sullivan,2012,6.0,Estate,Force Majeure
US,"The aromas are light initially, with notes of cocoa, herb, barrel spice and cherry not yet fully ready to reveal their charms. The cherry and bittersweet chocolate flavors are backed by lightly grainy tannins that need some time to unwind. The wood is intense at present but there are good things underneath.",91,95.0,Washington,Red Mountain,Sean P. Sullivan,2014,4.0,Estate Grown,Force Majeure
US,"Though Viognier only makes up 1% of this wine, it substantially lifts the aromas, which bring notes of wild flowers along with blue and black fruit. The flavors are bold and full bodied, pulling no punches but showing exquisite concentration and length.",93,70.0,Washington,Red Mountain,Sean P. Sullivan,2014,6.0,Estate Grown,Force Majeure
US,"Concentrated and dark in color, this wine reveals itself slowly, sharing vibrant layers of raspberry and citrus around burly tannins. It's an all-in-all juicy wine that balances Napa exuberance against a sense of elegance.",92,100.0,California,Rutherford,Virginie Boone,2011,4.0,Estate,St. Supéry
US,"Licorice and black plum notes give this wine a sultry edge, layered around generous tannin and leathery tobacco. Soft toward the finish, it provides a polished note of red currant and raspberry midway through, lifting much of the weight off the tongue. Cellar through 2020.",90,50.0,California,Rutherford,Virginie Boone,2012,17.0,Estate,St. Supéry
US,"Cedar dust, dried herb, currant and graphite combine effortlessly in this restrained wine, subtle in buried tannin. It shows voluptuous body with moderate acidity and a ripeness on the finish.",89,65.0,California,Rutherford,Virginie Boone,2013,19.0,Estate,St. Supéry
US,"A tight, concentrated wine made in larger quantities than many of the producer's other Cabernets, this is approachable and medium bodied, featuring aromas and flavors of savory black tea and olive.",87,35.0,California,Napa Valley,Virginie Boone,2012,4.0,Estate Bottled,St. Supéry
US,"Racy, this stainless-steel fermented white is fuzzy in gooseberry and pineapple, not quite veering into fresh-cut grass, but staying more tropical and generous in ripe fruit. A dry, lemony finish provides refreshment.",85,20.0,California,Napa Valley,Virginie Boone,2014,12.0,Estate Grown,St. Supéry
US,"With grapes from the estate vineyard, Minnick Hills, this promising effort opens with concentrated, dark berry fruit, backed with rich tannins. The fruit and muscle hold down the center, but the finish gets a bit chalky, and the tannins are not quite fully ripe. The best is yet to come from this estate.",88,32.0,Washington,Walla Walla Valley (WA),Paul Gregutt,2005,4.0,Estate,Dumas Station
US,"Three quarters Merlot, with 17% Cabernet Franc and 8% Cabernet Sauvignon, this is a bit lighter than the 2007 Merlot, but just as good, if not better. Lush and loaded with black cherry, blackberry, cocoa and baking spices, it extends deliciously and seamlessly into a long, ripe, smooth finish.",92,28.0,Washington,Walla Walla Valley (WA),Paul Gregutt,2008,17.0,Estate,Dumas Station
US,"Rarely does a Merlot in this price range display this much power and concentration. Sourced from several vineyards, it's ripe right to the border of raisin flavors, with generous dollops of maple syrup and brown sugar adding further complexity. Still fruit-driven, yet with plenty of barrel flavor, this massive Merlot can take your richest, tangiest barbecue sauce.",93,32.0,Washington,Walla Walla Valley (WA),Paul Gregutt,2012,17.0,Estate,Dumas Station
US,"Merlot remains a solid strength at Dumas Station, thanks to the Minnick Hills and Birch Creek Vineyard fruit. Half the barrels were new, an equal percentage of French and American oak, lending a strong bourbon aroma, along with tobacco and vanilla components. The fruit remains a bit constrained, with black fruits leading into a core of cassis. Give this one a good decanting.",90,28.0,Washington,Walla Walla Valley (WA),Paul Gregutt,2010,17.0,Estate,Dumas Station
US,"This is the winery's first Merlot. It's a simple, pleasant effort, fruit forward and lightly oaky. The usual flavors of berry are there, and the balance is fine; it just could use more concentration through the finish.",87,26.0,Washington,Walla Walla Valley (WA),Paul Gregutt,2005,17.0,Estate,Dumas Station
US,"Exceptionally smooth for such a young wine, this deeply-fruited red blends pretty raspberry and cherry flavors with seductively-delicious milk-chocolaty barrel notes. Happily, there is enough natural acidity to keep it lively and fresh.",90,30.0,Washington,Walla Walla Valley (WA),Paul Gregutt,2009,19.0,Estate,Dumas Station
US,"A great effort, with mountain-grown fruit, high-altitude acids that give the flavors shape and cut, tightening up and brightening up the sharp, wild berry fruit. Iron filings and stone add a strong mineral element as well; this is the best yet from Dumas Station.",92,32.0,Washington,Walla Walla Valley (WA),Paul Gregutt,2005,6.0,Estate,Dumas Station
US,"The 2011 vintage was challenging for Washington in general and for the Walla Walla Valley in particular. This wine puts that aside with notes of dried cranberries and cherries along with vanilla and dry chocolate accents. The tart fruit flavors are elegant, with dry, grainy tannins along with vanilla flavors that carry through on the finish.",89,38.0,Washington,Walla Walla Valley (WA),Sean P. Sullivan,2011,4.0,Estate Bottled,Dumas Station
Argentina,"Floral aromas of blueberries blend with funky notes of coffee grounds on this unusual rendering of Cabernet Sauvignon. A hard palate hammers down with tannins, tasting of burnt coffee, green herbs, spiced plum and black currant. A minty flavors rises up on a finish that pulls up short.",86,20.0,Mendoza Province,Luján de Cuyo,Michael Schachner,2015,4.0,Estate,Casarena
Argentina,"Minty oak aromas are the greeting on this herbal and foxy Malbec that feels crisp and chippy due to high acidity and grating tannins. Flavors of herbal berry and plum are oaky and a touch hot, while rubbery tannins and herbal berry leftovers drive the finish.",87,17.0,Mendoza Province,Luján de Cuyo,Michael Schachner,2014,8.0,Estate,Casarena
Argentina,"Rubbery, dense aromas are murky and on the green side as leafy, tomato notes rise up. Feels a bit thick and heavy, with herbal, sticky, sweet berry flavors mixed with a syrupy grab. Carries its weight in plodding fashion; a sweet and unctuous Cab.",84,17.0,Mendoza Province,Agrelo,Michael Schachner,2009,4.0,Estate Bottled,Casarena
Argentina,"This is exceedingly ripe tasting, with a syrupy texture. Along the way, you'll encounter tar and rubber aromas in front of flavors such as carob, vanilla and stewed berry fruits. A minty, oaky finish is the final weighty act.",84,17.0,Mendoza Province,Mendoza,Michael Schachner,2011,8.0,Estate Bottled,Casarena
Argentina,"Hard candy and berry-extract aromas form the nose. This is slick in feel, with mulberry, raspberry, lollipop and olive flavors, a true mish-mash of tastes. A jammy sweetness drives the finish, which is short on structure.",84,17.0,Mendoza Province,Mendoza,Michael Schachner,2012,8.0,Estate Bottled,Casarena
Argentina,"This is yet another plump, sweaty smelling Sauvignon Blanc from this producer. This vintage is fat in the mouth but kept alive by adequate young acidity. Salty, briny flavors of citrus, particularly grapefruit, end in similar briny fashion.",82,15.0,Mendoza Province,Mendoza,Michael Schachner,2012,12.0,Estate Bottled,Casarena
Argentina,"This is a rich, plush Cabernet, with a sense of elegance. It smells like prune, blackberry, coffee and toast. The concentrated palate boasts prune, olive, coffee and dark berry flavors. Drink or hold for a few years.",91,20.0,Mendoza Province,Mendoza,Michael Schachner,2009,4.0,Reserva,Casarena
Argentina,"There's a fine line between ripe and overripe, and this awkwardly toes that line with syrupy aromas and a sticky mouthfeel. Along the path are flavors of maple, fudge and stewed blackberry. A jammy, soupy, candied finish is apropos for a heavy, superripe wine such as this.",84,25.0,Mendoza Province,Mendoza,Michael Schachner,2010,4.0,Reserva,Casarena
US,"This vineyard has proven it can ripen good Malbec, but here it seems as if something has gone sideways. There is a gluey scent underneath the blackberry fruit, and the wine seems chalky and disjointed in the mouth, with more of the band-aid flavors in the finish.",83,26.0,Washington,Wahluke Slope,Paul Gregutt,2007,8.0,Estate,Gilbert Cellars
US,"First bottle corked. Second bottle sound, but rather one dimensional. The fruit is simple green apple and green berry; but there is a distinct earthy undertone that carries into the finish. If new oak barrels were used, they are not evident.",85,20.0,Washington,Wahluke Slope,Paul Gregutt,2007,2.0,Estate,Gilbert Cellars
US,"Biscuit, burnt toast, and a hint of rubber dominate the nose. The fruit is light and somewhat buried—a little melon, unripe peach and pineapple. Perhaps too much barrel exposure, or over-toasted barrels?",85,20.0,Washington,Wahluke Slope,Paul Gregutt,2008,2.0,Estate,Gilbert Cellars
US,"This is a chunky, blocky, rather stolid take on what is usually a floral, perfumed grape. Here it is limited to thick fruit components —orange and guava—tart acids and some residual sweetness.",84,15.0,Washington,Columbia Valley (WA),Paul Gregutt,2008,23.0,Estate,Gilbert Cellars
US,"Light, watery and thin, with simple lemon and green apple flavors, and plenty of acidity.",83,17.0,Washington,Wahluke Slope,Paul Gregutt,2008,2.0,Unoaked,Gilbert Cellars
US,"A vitamin pill scent greets you immediately, somewhat masking the fruit. In the mouth it's rather light, watery and showing green apple fruit with plenty of acid. The finish softens up but doesn't add any depth or flavor.",84,17.0,Washington,Wahluke Slope,Paul Gregutt,2007,2.0,Unoaked,Gilbert Cellars
Argentina,"Concentrated savory aromas of prune, blackberry, compost and tree bark are not uncommon for Colomé. This is a clampy tannic Malbec that pulls down hard on the palate. Salty savory plum and berry flavors are oaky and finish with tannic residue. Drink through 2022.",89,30.0,Other,Calchaquí Valley,Michael Schachner,2013,8.0,Estate,Colomé
Argentina,"This starts out massive and grapy, but with each passing minute it becomes more Salta, and hence more complex. Feral, leathery, roasted-berry aromas require patience. In the mouth, this is tannic and muscular, with herbal, spicy, dry flavors of blackberry and stewed plum. Raging acidity and firm tannins suggest that this needs at least until 2016 to settle.",91,30.0,Other,Calchaquí Valley,Michael Schachner,2011,8.0,Estate,Colomé
Argentina,"Stalky, roasted, horsey, baked-fruit aromas are mossy and muddled. Colomé always makes funky wines with true Salta character, but this one is soupy, thick and dense in feel, with herbal, savory, salty plum flavors. A dark, chunky, stewy finish concludes this unusual rendition of Malbec.",87,30.0,Other,Salta,Michael Schachner,2012,8.0,Estate,Colomé
Argentina,"A typically huge Colomé wine with initial damp, murky, funky aromas that give way to earth, roasted fruit and compost. Fortunately it's fresher in the mouth, and the wine definitely improves with airing. Still, the palate is big and oily, with roasted berry, herb and wild, exotic flavors. A unique style of Malbec from old Calchaquí vines.",89,25.0,Other,Calchaquí Valley,Michael Schachner,2008,8.0,Estate,Colomé
Argentina,"Meaty, herbal and foresty on the nose, all of which are typical aromas for this Salta-bred Malbec. Linear in the mouth and acidic as it tastes exotic due to herbal notes and eucalyptus. On the other hand it's full of blackberry and chocolaty richness. Crisp and nicely built on the finish.",88,25.0,Other,Calchaquí Valley,Michael Schachner,2009,8.0,Estate,Colomé
Argentina,Citrus blossom and leesy vanilla notes open this balanced aromatic white from Argentina's north. Leesy tropcial-fruit flavors focus on lychee and lime. The wine is moderately long on a simple but solid finish.,89,15.0,Other,Salta,Michael Schachner,2016,37.0,Estate,Colomé
Argentina,"Smells cheesy and leathery, with herbal notes. Feels condensed and flat, as if it's collapsing on itself. Flavors of baked berry and prune are dark and typical of very ripe Malbec, while the finish is warm but basic in feel and flavor. Bullish, sweet and heavy. Not Colomé's best effort, especially given the price.",87,90.0,Other,Calchaquí Valley,Michael Schachner,2008,8.0,Reserva,Colomé
Argentina,"Take note, this could be the best wine Colomé has ever bottled. Cedary oak aromas grace ripe, almost desiccated wild berry notes that are slightly herbal and sauvage. A well-layered mouthfeel is ideal in power and precision. Requisite blackberry, cassis, toast and peppery flavors finish dry and long, with little heat or burn. Drink through 2021.",95,90.0,Other,Salta,Michael Schachner,2010,8.0,Reserva,Colomé
Argentina,"Big, dark, sweet and jammy on the nose, with earthy, candied, sweet aromas of ripe blackberry and herbs. The palate delivers bouncy, showy acidity, while the flavors of black cherry, dark plum and chocolate are solid and rewarding. A little pruney on deeper inspection, with a leathery quality to the wine's depth. Drink now through 2013.",91,90.0,Other,Calchaquí Valley,Michael Schachner,2007,8.0,Reserva,Colomé
US,"The oak—85% new French—plays a large role, with aromas of cocoa, vanilla and woodspice playing off plum and red fruit. It's sleek and sultry in feel, with the wood getting out in front of the tart fruit flavors.",87,32.0,Washington,Lake Chelan,Sean P. Sullivan,2012,8.0,Estate,Tsillan
US,"Clocking in at a lower alcohol level than most white wines in the state let alone reds, this offers gentle aromas of raspberry, cherry and woodspice. It's light bodied, soft and airy in feel, not fully standing out on its own but perfectly suited for the dinner table.",86,28.0,Washington,Lake Chelan,Sean P. Sullivan,2012,16.0,Estate,Tsillan
US,"This brings an intriguing assortment of dried fruit including pear, spiced apple and apricot. It drinks off dry, with abundant stone fruit flavors that linger on the finish.",87,18.0,Washington,Lake Chelan,Sean P. Sullivan,2013,25.0,Estate,Tsillan
US,"Lightly aromatic with notes of yellow apple, pear and melon. It drinks off dry, with the sugar seeming out of place but followed by an extended finish with clarifying acidity.",88,19.0,Washington,Lake Chelan,Sean P. Sullivan,2013,36.0,Estate,Tsillan
US,"The Lake Chelan appellation shows promise for white wines and this is just another example. It brings notes of rose water, spice and mandarin orange, drinking off dry, with a zip of acidity. Pair it with a spicy Thai dish.",88,14.0,Washington,Lake Chelan,Sean P. Sullivan,2013,23.0,Estate,Tsillan
US,"Aged in a mixture of new French (80%) and American oak, this leads with barrel notes of woodspice followed by herbs, brown stems, blue fruit and cinnamon. It shows good concentration with quite tart acids and dry, chalky tannins.",86,35.0,Washington,Lake Chelan,Sean P. Sullivan,2012,6.0,Estate Reserve,Tsillan
Argentina,"Leathery berry aromas are balky and dusty. Hard, dry and tannic on the palate, this shows blackberry flavors followed by dry, bitter notes. A simmering finish says this badly needs food.",85,14.0,Mendoza Province,Mendoza,Michael Schachner,2014,8.0,Estate,Don Manuel Villafañe
Argentina,"Spicy woody aromas include a note of mushroom. This feels hard and ultratannic, with acidity suggestive of red-wine vinegar. A wiry mix of salt and sour flavors is attached to savory plum fruit, while this pinches down on a drying abrasive finish.",88,17.0,Mendoza Province,Mendoza,Michael Schachner,2014,4.0,Reserva,Don Manuel Villafañe
Argentina,"Raspberry, plum and cherry aromas become more thin, cheesy and leathery with time. The palate is hard and narrow, with sheer flavors of generic raspberry and plum. Clacky and rough feeling on the finish.",83,19.0,Mendoza Province,Mendoza,Michael Schachner,2007,4.0,Reserva,Don Manuel Villafañe
Argentina,"Dry, mossy berry aromas carry punch, while this well-built Malbec feels concentrated but not heavy. Peppery, blackened berry flavors spill over with a black-coffee note on a slightly hot finish. Drink through 2020.",91,20.0,Mendoza Province,Mendoza,Michael Schachner,2013,8.0,Reserva,Don Manuel Villafañe
Argentina,"This blend of Malbec, Cabernet Sauvignon and Cab Franc opens with rustic, untamed earth and leather aromas. On the palate, however, it is more tame and balanced, with ripe, rich depth and cushion. Flavors of blackberry, chocolate and toast finish with simmering heat and chunky weight. Drink through 2021.",92,39.0,Mendoza Province,Mendoza,Michael Schachner,2011,5.0,Gran Reserva,Don Manuel Villafañe
US,"This is a slightly leathery, medium-bodied Malbec, with tart red berry flavors and strong herbal elements. The mix of fruit, stem, saddle and leaf moves into a lightly smoky finish with sculpted tannins.",88,32.0,Oregon,Walla Walla Valley (OR),Paul Gregutt,2009,8.0,Estate,Watermill
